Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	utterances	tokens	priming_token	establish_token
5	3	4	to mount montreux .	477	413	1	B	355, 477, 498, 765, 767	[355, 477, 498, 765, 767]	[2378, 3099, 3215, 4494, 4508]	2378	3099
5	5	4	to mount neuchatel .	295	485	1	B	278, 295, 297, 760, 762	[278, 295, 297, 760, 762]	[1839, 1960, 1967, 4474, 4485]	1839	1960
4	4	4	go to mount zurich	101	277	1	A	99, 101, 122, 375	[99, 101, 122, 375]	[635, 654, 813, 2498]	635	654
4	1	4	luzern to mount bern	43	390	1	B	42, 43, 429, 431	[42, 43, 429, 431]	[211, 216, 2807, 2846]	211	216
4	4	4	mount bern and then	539	536	2	B	98, 123, 539, 633	[98, 123, 539, 633]	[620, 833, 3397, 3858]	620	3397
4	2	4	then mount basel .	146	106	1	B	98, 124, 146, 203	[98, 124, 146, 203]	[627, 842, 1003, 1362]	627	1003
3	1	4	and then mount basel	633	536	1	B	98, 124, 633	[98, 124, 633]	[626, 841, 3860]	626	3860
3	1	4	montreux to mount neuchatel	297	4	1	B	294, 295, 297	[294, 295, 297]	[1947, 1959, 1966]	1947	1966
3	3	4	to mount bern ?	521	711	1	A	43, 521, 753	[43, 521, 753]	[217, 3332, 4444]	217	3332
3	3	4	to mount bern then	146	96	1	A	108, 146, 203	[108, 146, 203]	[717, 1000, 1359]	717	1000
2	2	4	finish at interlaken .	161	2	1	B	160, 161	[160, 161]	[1089, 1095]	1089	1095
2	2	4	finish at mount interlaken	128	81	1	B	48, 128	[48, 128]	[252, 891]	252	891
2	2	4	neuchatel to bern .	324	113	1	A	212, 324	[212, 324]	[1457, 2132]	1457	2132
2	2	4	neuchatel to mount montreux	766	273	1	B	494, 766	[494, 766]	[3180, 4500]	3180	4500
2	2	4	then mount bern .	185	14	1	B	172, 185	[172, 185]	[1161, 1235]	1161	1235
2	2	4	to mount montreux ?	766	321	1	B	446, 766	[446, 766]	[2899, 4501]	2899	4501
2	2	4	to mount zermatt ?	654	228	1	A	427, 654	[427, 654]	[2795, 3978]	2795	3978
2	2	4	to mount zurich ?	375	267	1	B	109, 375	[109, 375]	[723, 2499]	723	2499
2	2	4	uh mount montreux .	366	238	1	A	129, 366	[129, 366]	[900, 2429]	900	2429
21	5	3	to mount bern	340	712	1	B	42, 43, 78, 108, 146, 192, 203, 209, 224, 340, 368, 371, 425, 429, 431, 461, 463, 521, 539, 654, 753	[42, 43, 78, 108, 146, 192, 203, 209, 224, 340, 368, 371, 425, 429, 431, 461, 463, 521, 539, 654, 753]	[212, 217, 458, 717, 1000, 1283, 1359, 1419, 1531, 2241, 2442, 2479, 2784, 2808, 2847, 2970, 2976, 3332, 3396, 3975, 4444]	212	2241
17	1	3	mount neuchatel to	357	588	1	B	78, 108, 110, 192, 209, 224, 288, 317, 333, 349, 357, 429, 494, 516, 542, 581, 665	[78, 108, 110, 192, 209, 224, 288, 317, 333, 349, 357, 429, 494, 516, 542, 581, 665]	[456, 715, 730, 1281, 1417, 1529, 1902, 2068, 2165, 2345, 2391, 2815, 3179, 3304, 3424, 3654, 4048]	456	2391
16	9	3	mount saint gallen	105	627	3	B	66, 67, 84, 105, 125, 135, 368, 400, 429, 468, 505, 506, 630, 632, 681, 692	[66, 67, 84, 105, 125, 135, 368, 400, 429, 468, 505, 506, 630, 632, 681, 692]	[374, 387, 525, 696, 853, 948, 2457, 2646, 2830, 3017, 3246, 3253, 3845, 3850, 4136, 4175]	374	696
15	9	3	to mount interlaken	516	690	9	B	71, 78, 192, 276, 288, 317, 333, 368, 429, 516, 542, 551, 581, 590, 760	[71, 78, 192, 276, 288, 317, 333, 368, 429, 516, 542, 551, 581, 590, 760]	[414, 461, 1277, 1825, 1904, 2059, 2167, 2439, 2817, 3306, 3426, 3492, 3656, 3689, 4471]	414	3306
15	7	3	to mount montreux	477	763	8	B	5, 20, 48, 141, 355, 429, 446, 458, 477, 489, 494, 498, 765, 766, 767	[5, 20, 48, 141, 355, 429, 446, 458, 477, 489, 494, 498, 765, 766, 767]	[27, 116, 246, 977, 2378, 2820, 2899, 2950, 3099, 3165, 3181, 3215, 4494, 4501, 4508]	27	3099
14	4	3	interlaken to mount	539	627	6	B	141, 304, 368, 371, 429, 446, 539, 555, 556, 609, 753, 760, 762, 767	[141, 304, 368, 371, 429, 446, 539, 555, 556, 609, 753, 760, 762, 767]	[976, 2000, 2441, 2478, 2819, 2898, 3395, 3512, 3521, 3763, 4443, 4473, 4484, 4507]	976	3395
14	1	3	to mount zurich	368	410	1	A	99, 101, 105, 109, 122, 137, 322, 368, 375, 385, 429, 468, 505, 508	[99, 101, 105, 109, 122, 137, 322, 368, 375, 385, 429, 468, 505, 508]	[636, 655, 699, 723, 814, 954, 2111, 2452, 2499, 2563, 2833, 3020, 3249, 3264]	636	2452
11	8	3	to mount basel	108	601	1	B	68, 108, 110, 153, 209, 317, 368, 373, 429, 665, 668	[68, 108, 110, 153, 209, 317, 368, 373, 429, 665, 668]	[398, 709, 732, 1041, 1432, 2070, 2447, 2485, 2811, 4050, 4070]	398	709
11	2	3	to mount neuchatel	172	655	1	A	108, 110, 172, 278, 294, 295, 297, 429, 489, 760, 762	[108, 110, 172, 278, 294, 295, 297, 429, 489, 760, 762]	[714, 729, 1156, 1839, 1948, 1960, 1967, 2814, 3161, 4474, 4485]	714	1156
10	4	3	to mount luzern	507	265	1	A	427, 507, 544, 555, 556, 609, 661, 681, 686, 691	[427, 507, 544, 555, 556, 609, 661, 681, 686, 691]	[2792, 3261, 3445, 3513, 3522, 3764, 4029, 4139, 4150, 4169]	2792	3261
10	6	3	to mount zermatt	427	352	3	B	304, 349, 425, 427, 429, 468, 476, 489, 654, 655	[304, 349, 425, 427, 429, 468, 476, 489, 654, 655]	[2001, 2347, 2781, 2795, 2823, 3010, 3093, 3168, 3978, 3984]	2001	2795
9	2	3	mount montreux .	255	639	1	A	129, 255, 355, 366, 416, 477, 498, 765, 767	[129, 255, 355, 366, 416, 477, 498, 765, 767]	[901, 1719, 2379, 2430, 2730, 3100, 3216, 4495, 4509]	901	1719
9	3	3	mount montreux to	329	467	1	B	294, 295, 329, 330, 429, 468, 489, 501, 760	[294, 295, 329, 330, 429, 468, 489, 501, 760]	[1946, 1958, 2150, 2155, 2821, 3008, 3166, 3229, 4469]	1946	2150
8	1	3	montreux to mount	294	496	1	A	265, 294, 295, 297, 429, 468, 489, 760	[265, 294, 295, 297, 429, 468, 489, 760]	[1761, 1947, 1959, 1966, 2822, 3009, 3167, 4470]	1761	1947
8	4	3	mount basel .	209	571	1	B	98, 124, 146, 203, 209, 373, 439, 668	[98, 124, 146, 203, 209, 373, 439, 668]	[628, 843, 1004, 1363, 1433, 2486, 2868, 4071]	628	1433
8	3	3	mount neuchatel .	289	511	2	B	252, 278, 289, 295, 297, 497, 760, 762	[252, 278, 289, 295, 297, 497, 760, 762]	[1695, 1840, 1908, 1961, 1968, 3212, 4475, 4486]	1695	1908
8	1	3	mount zurich .	99	413	1	B	96, 99, 105, 137, 322, 385, 505, 508	[96, 99, 105, 137, 322, 385, 505, 508]	[611, 637, 700, 955, 2112, 2564, 3250, 3265]	611	637
7	5	3	mount bern .	185	330	2	B	42, 172, 185, 192, 204, 224, 371	[42, 172, 185, 192, 204, 224, 371]	[213, 1162, 1236, 1284, 1366, 1532, 2480]	213	1236
7	2	3	then mount basel	124	561	3	B	73, 98, 123, 124, 146, 203, 633	[73, 98, 123, 124, 146, 203, 633]	[438, 627, 824, 842, 1003, 1362, 3861]	438	842
7	5	3	to mount davos	400	639	1	B	54, 398, 400, 429, 468, 503, 692	[54, 398, 400, 429, 468, 503, 692]	[297, 2638, 2649, 2826, 3013, 3236, 4178]	297	2649
6	1	3	mount luzern .	556	273	1	B	419, 556, 609, 661, 681, 691	[419, 556, 609, 661, 681, 691]	[2745, 3523, 3765, 4030, 4140, 4170]	2745	3523
5	1	3	bern and then	100	536	1	B	98, 100, 123, 539, 633	[98, 100, 123, 539, 633]	[621, 644, 834, 3398, 3859]	621	644
5	1	3	mount bern and	539	580	3	B	54, 98, 123, 539, 633	[54, 98, 123, 539, 633]	[289, 620, 833, 3397, 3858]	289	3397
5	2	3	mount bern then	123	96	1	A	108, 123, 125, 146, 203	[108, 123, 125, 146, 203]	[718, 822, 862, 1001, 1360]	718	822
4	4	3	mount basel then	180	113	3	B	68, 73, 172, 180	[68, 73, 172, 180]	[399, 439, 1159, 1218]	399	1218
4	4	3	mount interlaken ?	495	411	2	B	110, 159, 495, 520	[110, 159, 495, 520]	[739, 1085, 3201, 3327]	739	3201
4	2	3	then mount bern	185	118	3	B	68, 73, 172, 185	[68, 73, 172, 185]	[395, 441, 1161, 1235]	395	1235
3	3	3	erase mount basel	582	392	2	B	191, 581, 582	[191, 581, 582]	[1268, 3645, 3661]	1268	3661
3	3	3	from mount interlaken	495	289	1	B	251, 495, 539	[251, 495, 539]	[1669, 3200, 3393]	1669	3200
3	3	3	from mount neuchatel	206	504	1	B	78, 206, 581	[78, 206, 581]	[455, 1372, 3653]	455	1372
3	3	3	mount bern mount	340	339	1	B	101, 340, 439	[101, 340, 439]	[660, 2242, 2866]	660	2242
3	3	3	mount neuchatel ,	489	207	1	A	336, 489, 542	[336, 489, 542]	[2213, 3162, 3418]	2213	3162
3	3	3	mount zurich ,	429	328	2	A	102, 336, 429	[102, 336, 429]	[679, 2205, 2834]	679	2834
3	1	3	mount zurich ?	217	267	1	B	109, 217, 375	[109, 217, 375]	[724, 1478, 2500]	724	1478
3	3	3	to interlaken .	356	335	1	A	23, 356, 357	[23, 356, 357]	[128, 2385, 2395]	128	2385
2	2	3	and then bern	123	22	1	A	102, 123	[102, 123]	[682, 830]	682	830
2	2	3	erase mount zurich	217	9	1	B	209, 217	[209, 217]	[1424, 1477]	1424	1477
2	2	3	go to interlaken	357	22	1	A	336, 357	[336, 357]	[2202, 2394]	2202	2394
2	2	3	how about interlaken	456	11	1	B	446, 456	[446, 456]	[2896, 2939]	2896	2939
2	2	3	mount basel ?	582	430	1	B	153, 582	[153, 582]	[1042, 3662]	1042	3662
2	2	3	mount montreux and	340	321	1	B	20, 340	[20, 340]	[117, 2248]	117	2248
2	2	3	mount zermatt .	304	40	1	A	265, 304	[265, 304]	[1764, 2002]	1764	2002
2	2	3	neuchatel to interlaken	580	223	1	A	358, 580	[358, 580]	[2398, 3630]	2398	3630
2	2	3	to interlaken ,	358	355	1	B	4, 358	[4, 358]	[11, 2399]	11	2399
2	2	3	to interlaken mount	543	208	1	A	336, 543	[336, 543]	[2203, 3433]	2203	3433
2	2	3	to montreux .	362	103	1	B	260, 362	[260, 362]	[1745, 2414]	1745	2414
2	2	3	zermatt and then	475	225	1	B	251, 475	[251, 475]	[1674, 3077]	1674	3077
41	4	2	mount bern	127	712	1	B	42, 43, 54, 68, 73, 78, 98, 101, 108, 110, 123, 125, 127, 146, 172, 185, 192, 203, 204, 207, 209, 224, 273, 340, 368, 371, 425, 429, 431, 439, 458, 461, 463, 521, 539, 633, 654, 655, 661, 672, 753	[42, 43, 54, 68, 73, 78, 98, 101, 108, 110, 123, 125, 127, 146, 172, 185, 192, 203, 204, 207, 209, 224, 273, 340, 368, 371, 425, 429, 431, 439, 458, 461, 463, 521, 539, 633, 654, 655, 661, 672, 753]	[213, 218, 289, 396, 442, 459, 620, 660, 718, 727, 822, 833, 862, 885, 1001, 1162, 1236, 1284, 1360, 1366, 1382, 1420, 1532, 1804, 2242, 2443, 2480, 2785, 2809, 2848, 2866, 2948, 2971, 2977, 3333, 3397, 3858, 3976, 3982, 4027, 4091, 4445]	213	885
41	12	2	mount interlaken	128	757	9	B	4, 20, 48, 68, 71, 78, 101, 110, 125, 128, 141, 155, 159, 192, 251, 260, 276, 288, 317, 333, 344, 346, 368, 371, 429, 460, 471, 495, 516, 520, 539, 542, 543, 551, 555, 556, 581, 590, 609, 753, 760	[4, 20, 48, 68, 71, 78, 101, 110, 125, 128, 141, 155, 159, 192, 251, 260, 276, 288, 317, 333, 344, 346, 368, 371, 429, 460, 471, 495, 516, 520, 539, 542, 543, 551, 555, 556, 581, 590, 609, 753, 760]	[14, 121, 254, 402, 415, 462, 664, 739, 865, 893, 975, 1053, 1085, 1278, 1670, 1736, 1826, 1905, 2060, 2168, 2296, 2327, 2440, 2477, 2818, 2968, 3050, 3201, 3307, 3327, 3394, 3427, 3435, 3443, 3493, 3511, 3520, 3657, 3690, 3762, 4442, 4472]	14	893
40	10	2	mount neuchatel	108	692	3	B	71, 78, 101, 108, 110, 125, 155, 172, 192, 206, 209, 224, 252, 278, 288, 289, 294, 295, 297, 317, 333, 336, 340, 342, 349, 350, 355, 357, 429, 489, 494, 497, 516, 542, 549, 581, 665, 667, 760, 762	[71, 78, 101, 108, 110, 125, 155, 172, 192, 206, 209, 224, 252, 278, 288, 289, 294, 295, 297, 317, 333, 336, 340, 342, 349, 350, 355, 357, 429, 489, 494, 497, 516, 542, 549, 581, 665, 667, 760, 762]	[409, 456, 662, 715, 730, 860, 1050, 1157, 1281, 1373, 1417, 1529, 1695, 1840, 1902, 1908, 1949, 1961, 1968, 2068, 2165, 2213, 2251, 2275, 2345, 2356, 2375, 2391, 2815, 3162, 3179, 3212, 3304, 3418, 3424, 3471, 3654, 4048, 4068, 4475, 4486]	409	715
37	10	2	mount montreux	129	765	4	B	3, 5, 20, 48, 129, 141, 157, 159, 251, 255, 294, 295, 329, 330, 334, 335, 340, 342, 346, 355, 366, 416, 429, 446, 458, 465, 468, 477, 485, 489, 494, 498, 501, 760, 765, 766, 767	[3, 5, 20, 48, 129, 141, 157, 159, 251, 255, 294, 295, 329, 330, 334, 335, 340, 342, 346, 355, 366, 416, 429, 446, 458, 465, 468, 477, 485, 489, 494, 498, 501, 760, 765, 766, 767]	[9, 28, 117, 247, 901, 978, 1068, 1082, 1685, 1719, 1946, 1958, 2150, 2155, 2188, 2197, 2248, 2280, 2315, 2379, 2430, 2730, 2821, 2900, 2951, 2989, 3008, 3100, 3146, 3166, 3182, 3216, 3229, 4469, 4495, 4502, 4509]	9	901
31	6	2	mount basel	108	601	4	B	68, 73, 98, 101, 108, 110, 123, 124, 125, 146, 153, 172, 180, 191, 192, 201, 203, 209, 317, 322, 368, 373, 385, 429, 436, 439, 581, 582, 633, 665, 668	[68, 73, 98, 101, 108, 110, 123, 124, 125, 146, 153, 172, 180, 191, 192, 201, 203, 209, 317, 322, 368, 373, 385, 429, 436, 439, 581, 582, 633, 665, 668]	[399, 439, 628, 658, 710, 733, 825, 828, 843, 858, 1004, 1042, 1159, 1218, 1269, 1274, 1329, 1334, 1363, 1433, 2071, 2109, 2448, 2486, 2561, 2812, 2860, 2868, 3646, 3662, 3862, 4051, 4071]	399	710
25	7	2	mount zurich	99	441	3	B	68, 73, 96, 99, 101, 102, 105, 109, 122, 125, 134, 137, 207, 209, 217, 322, 336, 368, 375, 385, 429, 468, 469, 505, 508	[68, 73, 96, 99, 101, 102, 105, 109, 122, 125, 134, 137, 207, 209, 217, 322, 336, 368, 375, 385, 429, 468, 469, 505, 508]	[393, 436, 611, 637, 656, 679, 700, 724, 815, 856, 941, 955, 1388, 1425, 1429, 1478, 2112, 2205, 2453, 2500, 2564, 2834, 3021, 3027, 3250, 3265]	393	637
24	2	2	neuchatel to	233	689	1	B	78, 108, 110, 192, 209, 212, 224, 233, 288, 317, 324, 333, 349, 357, 358, 362, 429, 494, 516, 542, 580, 581, 665, 766	[78, 108, 110, 192, 209, 212, 224, 233, 288, 317, 324, 333, 349, 357, 358, 362, 429, 494, 516, 542, 580, 581, 665, 766]	[457, 716, 731, 1282, 1418, 1457, 1530, 1575, 1903, 2069, 2132, 2166, 2346, 2392, 2398, 2413, 2816, 3180, 3305, 3425, 3630, 3655, 4049, 4500]	457	1575
21	16	2	interlaken .	23	587	2	B	4, 20, 23, 48, 68, 78, 101, 108, 125, 160, 161, 276, 288, 342, 346, 349, 350, 356, 357, 551, 590	[4, 20, 23, 48, 68, 78, 101, 108, 125, 160, 161, 276, 288, 342, 346, 349, 350, 356, 357, 551, 590]	[15, 122, 129, 255, 403, 463, 665, 721, 866, 1091, 1097, 1827, 1906, 2291, 2328, 2353, 2359, 2386, 2396, 3494, 3691]	15	129
19	8	2	mount zermatt	265	405	2	B	251, 260, 265, 276, 304, 317, 336, 340, 349, 425, 427, 429, 464, 468, 476, 489, 543, 654, 655	[251, 260, 265, 276, 304, 317, 336, 340, 349, 425, 427, 429, 464, 468, 476, 489, 543, 654, 655]	[1673, 1739, 1764, 1821, 2002, 2057, 2208, 2246, 2348, 2782, 2796, 2824, 2979, 3011, 3094, 3169, 3431, 3979, 3985]	1673	1764
18	1	2	mount luzern	340	650	2	B	42, 54, 340, 398, 419, 425, 427, 429, 431, 507, 544, 555, 556, 609, 661, 681, 686, 691	[42, 54, 340, 398, 419, 425, 427, 429, 431, 507, 544, 555, 556, 609, 661, 681, 686, 691]	[210, 295, 2244, 2636, 2745, 2779, 2793, 2806, 2845, 3262, 3446, 3514, 3523, 3765, 4030, 4140, 4151, 4170]	210	2244
17	1	2	saint gallen	105	627	4	B	66, 67, 84, 94, 105, 125, 135, 368, 400, 429, 468, 505, 506, 630, 632, 681, 692	[66, 67, 84, 94, 105, 125, 135, 368, 400, 429, 468, 505, 506, 630, 632, 681, 692]	[375, 388, 526, 605, 697, 854, 949, 2458, 2647, 2831, 3018, 3247, 3254, 3846, 3851, 4137, 4176]	375	697
16	2	2	interlaken to	457	627	6	B	141, 304, 368, 371, 429, 446, 457, 517, 539, 555, 556, 609, 753, 760, 762, 767	[141, 304, 368, 371, 429, 446, 457, 517, 539, 555, 556, 609, 753, 760, 762, 767]	[976, 2000, 2441, 2478, 2819, 2898, 2943, 3310, 3395, 3512, 3521, 3763, 4443, 4473, 4484, 4507]	976	2943
15	6	2	bern .	102	397	1	B	42, 102, 107, 172, 180, 185, 192, 204, 205, 212, 219, 224, 324, 371, 438	[42, 102, 107, 172, 180, 185, 192, 204, 205, 212, 219, 224, 324, 371, 438]	[214, 684, 705, 1163, 1221, 1237, 1285, 1367, 1370, 1459, 1507, 1533, 2134, 2481, 2864]	214	684
13	6	2	mount davos	395	639	4	B	54, 67, 84, 394, 395, 398, 400, 429, 468, 503, 688, 690, 692	[54, 67, 84, 394, 395, 398, 400, 429, 468, 503, 688, 690, 692]	[298, 384, 522, 2616, 2619, 2639, 2650, 2827, 3014, 3237, 4159, 4167, 4179]	298	2619
12	1	2	montreux .	471	639	1	A	129, 255, 260, 355, 362, 366, 416, 471, 477, 498, 765, 767	[129, 255, 260, 355, 362, 366, 416, 471, 477, 498, 765, 767]	[902, 1720, 1746, 2380, 2415, 2431, 2731, 3055, 3101, 3217, 4496, 4510]	902	3055
12	1	2	montreux to	294	738	2	A	23, 265, 294, 295, 297, 329, 330, 429, 468, 489, 501, 760	[23, 265, 294, 295, 297, 329, 330, 429, 468, 489, 501, 760]	[127, 1761, 1947, 1959, 1966, 2151, 2156, 2822, 3009, 3167, 3230, 4470]	127	1947
11	3	2	basel .	98	616	1	A	53, 98, 100, 124, 146, 183, 203, 209, 373, 439, 668	[53, 98, 100, 124, 146, 183, 203, 209, 373, 439, 668]	[283, 629, 649, 844, 1005, 1231, 1364, 1434, 2487, 2869, 4072]	283	629
11	3	2	neuchatel .	289	641	3	B	123, 252, 278, 289, 295, 297, 497, 550, 760, 762, 763	[123, 252, 278, 289, 295, 297, 497, 550, 760, 762, 763]	[837, 1696, 1841, 1909, 1962, 1969, 3213, 3485, 4476, 4487, 4489]	837	1909
9	1	2	zurich .	136	413	1	B	96, 99, 105, 136, 137, 322, 385, 505, 508	[96, 99, 105, 136, 137, 322, 385, 505, 508]	[612, 638, 701, 952, 956, 2113, 2565, 3251, 3266]	612	952
8	2	2	luzern .	397	296	1	B	396, 397, 419, 556, 609, 661, 681, 691	[396, 397, 419, 556, 609, 661, 681, 691]	[2626, 2628, 2746, 3524, 3766, 4031, 4141, 4171]	2626	2628
6	1	2	basel to	576	469	1	A	108, 110, 322, 385, 429, 576	[108, 110, 322, 385, 429, 576]	[711, 734, 2110, 2562, 2813, 3613]	711	3613
6	2	2	interlaken ?	455	411	2	B	110, 159, 455, 456, 495, 520	[110, 159, 455, 456, 495, 520]	[740, 1086, 2937, 2941, 3202, 3328]	740	2937
5	2	2	neuchatel ,	336	475	1	B	76, 336, 489, 542, 550	[76, 336, 489, 542, 550]	[448, 2214, 3163, 3419, 3475]	448	2214
4	1	2	bern mount	340	339	2	B	101, 123, 340, 439	[101, 123, 340, 439]	[661, 832, 2243, 2867]	661	2243
4	4	2	neuchatel ?	329	386	1	A	206, 329, 587, 591	[206, 329, 587, 591]	[1374, 2153, 3679, 3694]	1374	2153
4	4	2	to zermatt	279	513	1	B	5, 279, 501, 517	[5, 279, 501, 517]	[31, 1847, 3231, 3311]	31	1847
4	2	2	zermatt .	265	497	1	B	5, 265, 304, 501	[5, 265, 304, 501]	[32, 1765, 2003, 3232]	32	1765
3	3	2	basel ,	233	168	1	B	201, 233, 368	[201, 233, 368]	[1330, 1577, 2449]	1330	1577
3	1	2	interlaken ,	358	355	2	B	4, 333, 358	[4, 333, 358]	[12, 2169, 2400]	12	2400
3	1	2	then bern	180	79	1	A	102, 123, 180	[102, 123, 180]	[683, 831, 1220]	683	1220
3	1	2	to bern	324	225	2	A	100, 212, 324	[100, 212, 324]	[643, 1458, 2133]	643	2133
3	3	2	to neuchatel	550	248	1	B	329, 550, 576	[329, 550, 576]	[2152, 3484, 3616]	2152	3484
3	1	2	zermatt ?	654	376	2	A	279, 427, 654	[279, 427, 654]	[1848, 2797, 3980]	1848	3980
3	1	2	zermatt and	475	225	2	B	251, 349, 475	[251, 349, 475]	[1674, 2349, 3077]	1674	3077
2	2	2	then interlaken	108	33	1	B	76, 108	[76, 108]	[450, 720]	450	720
64	3	1	interlaken	294	764	2	B	4, 20, 23, 48, 68, 71, 76, 78, 101, 108, 110, 125, 128, 141, 155, 159, 160, 161, 192, 251, 260, 276, 288, 294, 304, 317, 333, 336, 338, 342, 344, 346, 349, 350, 356, 357, 358, 368, 371, 429, 446, 455, 456, 457, 460, 471, 495, 516, 517, 520, 539, 542, 543, 551, 555, 556, 580, 581, 590, 609, 753, 760, 762, 767	[4, 20, 23, 48, 68, 71, 76, 78, 101, 108, 110, 125, 128, 141, 155, 159, 160, 161, 192, 251, 260, 276, 288, 294, 304, 317, 333, 336, 338, 342, 344, 346, 349, 350, 356, 357, 358, 368, 371, 429, 446, 455, 456, 457, 460, 471, 495, 516, 517, 520, 539, 542, 543, 551, 555, 556, 580, 581, 590, 609, 753, 760, 762, 767]	[12, 15, 122, 129, 255, 403, 416, 451, 463, 665, 721, 740, 866, 894, 976, 1054, 1086, 1091, 1097, 1279, 1671, 1737, 1827, 1906, 1955, 2000, 2061, 2169, 2204, 2235, 2291, 2297, 2321, 2328, 2353, 2359, 2386, 2396, 2400, 2441, 2478, 2819, 2898, 2937, 2941, 2943, 2969, 3051, 3202, 3308, 3310, 3328, 3395, 3428, 3434, 3436, 3444, 3494, 3512, 3521, 3632, 3658, 3691, 3763, 4443, 4473, 4484, 4507]	12	1955
